name,id,imageurl,xdescription,ydescription,height,category,weight,typeofpokemon,weaknesses,evolutions,abilities,genderless,cycles,egg_groups,evolvedfrom,reason,base_exp,classification,percent_male,percent_female,abilities_hidden,capture_rate,base_egg_steps,hp,attack,defense,sp_attack,sp_defense,speed,description,status,total_points,base_friendship,growth_rate,effectiveness
Grotle,#388,https://assets.pokemon.com/assets/cms2/img/pokedex/full/388.png,It knows where pure water wells up. It carries fellow Pokémon there on its back.,"It lives along water in forests. In the daytime, it leaves the forest to sunbathe its treed shell.","3' 07""",Grove,213.8 lbs,['Grass'],"['Bug', 'Fire', 'Flying', 'Ice', 'Poison']","['#387', '#388', '#389']",['Overgrow'],0,20 ,"Grass, Monster ",#387,(Level 18),142,Grove Pokémon,88.1,11.9,Shell Armor,45,5120,75,89,85,55,65,36,"It lives along water in forests. In the daytime, it leaves the forest to sunbathe its treed shell.",Normal,360,70,Fast,"[100, 100, 100, 100, 100, 100, 200, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100]"
Torterra,#389,https://assets.pokemon.com/assets/cms2/img/pokedex/full/389.png,Small Pokémon occasionally gather on its unmoving back to begin building their nests.,"Ancient people imagined that beneath the ground, a gigantic Torterra dwelled.","7' 03""",Continent,683.4 lbs,"['Grass', 'Ground']","['Ice', 'Bug', 'Fire', 'Flying']","['#387', '#388', '#389']",['Overgrow'],0,20 ,"Grass, Monster ",#388,(Level 32),236,Continent Pokémon,88.1,11.9,Shell Armor,45,5120,95,109,105,75,85,56,"Ancient people imagined that beneath the ground, a gigantic Torterra dwelled.",Normal,290,70,Medium Slow,"[100, 100, 200, 0, 200, 200, 100, 50, 100, 100, 100, 100, 50, 100, 100, 100, 100, 100]"
Chimchar,#390,https://assets.pokemon.com/assets/cms2/img/pokedex/full/390.png,The gas made in its belly burns from its rear end. The fire burns weakly when it feels sick.,Its fiery rear end is fueled by gas made in its belly. Even rain can't extinguish the fire.,"1' 08""",Chimp,13.7 lbs,['Fire'],"['Ground', 'Rock', 'Water']","['#390', '#391', '#392']",['Blaze'],0,20 ,"Field, Human-Like ",,,62,Chimp Pokémon,88.1,11.9,Iron Fist,45,5120,44,58,44,58,44,61,Its fiery rear end is fueled by gas made in its belly. Even rain can’t extinguish the fire.,Normal,340,70,Medium Slow,"[100, 50, 100, 0, 100, 400, 100, 50, 0, 100, 100, 100, 50, 100, 200, 100, 100, 200]"
Monferno,#391,https://assets.pokemon.com/assets/cms2/img/pokedex/full/391.png,It uses ceilings and walls to launch aerial attacks. Its fiery tail is but one weapon.,It skillfully controls the intensity of the fire on its tail to keep its foes at an ideal distance.,"2' 11""",Playful,48.5 lbs,"['Fire', 'Fighting']","['Flying', 'Ground', 'Psychic', 'Water']","['#390', '#391', '#392']",['Blaze'],0,20 ,"Field, Human-Like ",#390,(Level 14),142,Playful Pokémon,88.1,11.9,Iron Fist,45,5120,64,78,52,78,52,81,It skillfully controls the intensity of the fire on its tail to keep its foes at an ideal distance.,Normal,520,70,Medium Slow,"[100, 50, 100, 0, 100, 400, 100, 50, 0, 100, 100, 100, 50, 100, 200, 100, 100, 200]"
Infernape,#392,https://assets.pokemon.com/assets/cms2/img/pokedex/full/392.png,It tosses its enemies around with agility. It uses all its limbs to fight in its own unique style.,Its crown of fire is indicative of its fiery nature. It is beaten by none in terms of quickness.,"3' 11""",Flame,121.3 lbs,"['Fire', 'Fighting']","['Flying', 'Ground', 'Psychic', 'Water']","['#390', '#391', '#392']",['Blaze'],0,20 ,"Field, Human-Like ",#391,(Level 36),240,Flame Pokémon,88.1,11.9,Iron Fist,45,5120,76,104,71,104,71,108,Its crown of fire is indicative of its fiery nature. It is beaten by none in terms of quickness.,Normal,335,35,Medium Slow,"[100, 200, 50, 50, 50, 200, 100, 200, 50, 200, 100, 200, 100, 100, 100, 100, 100, 100]"
Piplup,#393,https://assets.pokemon.com/assets/cms2/img/pokedex/full/393.png,"Because it is very proud, it hates accepting food from people. Its thick down guards it from cold.",It doesn't like to be taken care of. It's difficult to bond with since it won't listen to its Trainer.,"1' 04""",Penguin,11.5 lbs,['Water'],"['Electric', 'Grass']","['#393', '#394', '#395']",['Torrent'],0,20 ,"Field, Water 1 ",,,63,Penguin Pokémon,88.1,11.9,Defiant,45,5120,53,51,53,61,56,40,It doesn’t like to be taken care of. It’s difficult to bond with since it won’t listen to its Trainer.,Normal,475,35,Medium Slow,"[100, 200, 50, 50, 50, 200, 200, 200, 50, 200, 0, 400, 100, 50, 100, 50, 100, 200]"
Prinplup,#394,https://assets.pokemon.com/assets/cms2/img/pokedex/full/394.png,It lives a solitary life. Its wings deliver wicked blows that can snap even the thickest of trees.,"It lives alone, away from others. Apparently, every one of them believes it is the most important.","2' 07""",Penguin,50.7 lbs,['Water'],"['Electric', 'Grass']","['#393', '#394', '#395']",['Torrent'],0,20 ,"Field, Water 1 ",#393,(Level 16),142,Penguin Pokémon,88.1,11.9,Defiant,45,5120,64,66,68,81,76,50,"It lives alone, away from others. Apparently, every one of them believes it is the most important.",Normal,310,70,Erratic,"[100, 100, 100, 200, 50, 200, 100, 100, 0, 100, 100, 50, 200, 0, 100, 100, 100, 100]"
Empoleon,#395,https://assets.pokemon.com/assets/cms2/img/pokedex/full/395.png,The three horns that extend from its beak attest to its power. The leader has the biggest horns.,It swims as fast as a jet boat. The edges of its wings are sharp and can slice apart drifting ice.,"5' 07""",Emperor,186.3 lbs,"['Water', 'Steel']","['Electric', 'Fighting', 'Ground']","['#393', '#394', '#395']",['Torrent'],0,20 ,"Field, Water 1 ",#394,(Level 36),239,Emperor Pokémon,88.1,11.9,Defiant,45,5120,84,86,88,111,101,60,It swims as fast as a jet boat. The edges of its wings are sharp and can slice apart drifting ice.,Normal,490,70,Erratic,"[100, 50, 50, 100, 25, 400, 50, 100, 0, 100, 100, 50, 200, 100, 200, 100, 100, 200]"
Starly,#396,https://assets.pokemon.com/assets/cms2/img/pokedex/full/396.png,"They flock around mountains and fields, chasing after bug Pokémon. Their singing is noisy and annoying.","They flock in great numbers. Though small, they flap their wings with great power.","1' 00""",Starling,4.4 lbs,"['Normal', 'Flying']","['Electric', 'Ice', 'Rock']","['#396', '#397', '#398']",['Keen Eye'],0,15 ,Flying ,,,49,Starling Pokémon,50,50,Reckless,255,3840,40,55,30,30,30,60,"They flock in great numbers. Though small, they flap their wings with great power.",Normal,590,70,Erratic,"[100, 50, 50, 50, 50, 200, 50, 200, 100, 100, 100, 50, 100, 100, 0, 50, 200, 200]"
Staravia,#397,https://assets.pokemon.com/assets/cms2/img/pokedex/full/397.png,It lives in forests and fields. Squabbles over territory occur when flocks collide.,"They maintain huge flocks, although fierce scuffles break out between various flocks.","2' 00""",Starling,34.2 lbs,"['Normal', 'Flying']","['Electric', 'Ice', 'Rock']","['#396', '#397', '#398']",['Intimidate'],0,15 ,Flying ,#396,(Level 14),119,Starling Pokémon,50,50,Reckless,120,3840,55,75,50,40,40,80,"They maintain huge flocks, although fierce scuffles break out between various flocks.",Normal,458,70,Erratic,"[100, 100, 100, 100, 100, 100, 200, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100]"
Staraptor,#398,https://assets.pokemon.com/assets/cms2/img/pokedex/full/398.png,"When Staravia evolve into Staraptor, they leave the flock to live alone. They have sturdy wings.",The muscles in its wings and legs are strong. It can easily fly while gripping a small Pokémon.,"3' 11""",Predator,54.9 lbs,"['Normal', 'Flying']","['Electric', 'Ice', 'Rock']","['#396', '#397', '#398']",['Intimidate'],0,15 ,Flying ,#397,(Level 34),218,Predator Pokémon,50,50,Reckless,45,3840,85,120,70,50,60,100,The muscles in its wings and legs are strong. It can easily fly while gripping a small Pokémon.,Normal,458,70,Fluctuating,"[100, 100, 100, 100, 50, 100, 50, 50, 200, 100, 200, 50, 100, 100, 100, 100, 100, 50]"
Bidoof,#399,https://assets.pokemon.com/assets/cms2/img/pokedex/full/399.png,It constantly gnaws on logs and rocks to whittle down its front teeth. It nests alongside water.,"With nerves of steel, nothing can perturb it. It is more agile and active than it appears.","1' 08""",Plump Mouse,44.1 lbs,['Normal'],['Fighting'],"['#399', '#400']",['Simple'],0,15 ,"Field, Water 1 ",,,50,Plump Mouse Pokémon,50,50,Moody,255,3840,59,45,40,35,40,31,"With nerves of steel, nothing can perturb it. It is more agile and active than it appears.",Normal,460,70,Fast,"[50, 50, 200, 100, 200, 100, 100, 50, 0, 50, 50, 200, 100, 200, 100, 200, 200, 100]"
Bibarel,#400,https://assets.pokemon.com/assets/cms2/img/pokedex/full/400.png,It makes its nest by damming streams with bark and mud. It is known as an industrious worker.,It busily makes its nest with stacks of branches and roots it has cut up with its sharp incisors.,"3' 03""",Beaver,69.4 lbs,"['Normal', 'Water']","['Electric', 'Fighting', 'Grass']","['#399', '#400']",['Simple'],0,15 ,"Field, Water 1 ",#399,(Level 15),144,Beaver Pokémon,50,50,Moody,127,3840,79,85,60,55,60,71,It busily makes its nest with stacks of branches and roots it has cut up with its sharp incisors.,Normal,460,70,Fast,"[50, 50, 200, 100, 200, 100, 100, 50, 0, 50, 50, 200, 100, 200, 100, 200, 200, 100]"
Kricketot,#401,https://assets.pokemon.com/assets/cms2/img/pokedex/full/401.png,"When its antennae hit each other, it sounds like the music of a xylophone.",It chats with others using the sounds of its colliding antennae. These sounds are fall hallmarks.,"1' 00""",Cricket,4.9 lbs,['Bug'],"['Fire', 'Flying', 'Rock']","['#401', '#402']",['Shed Skin'],0,15 ,Bug ,,,39,Cricket Pokémon,50,50,Run Away,255,3840,37,25,41,25,41,25,It chats with others using the sounds of its colliding antennae. These sounds are fall hallmarks.,Normal,288,70,Medium Fast,"[100, 50, 100, 0, 400, 100, 100, 50, 100, 100, 100, 100, 50, 100, 100, 100, 50, 100]"
Kricketune,#402,https://assets.pokemon.com/assets/cms2/img/pokedex/full/402.png,It signals its emotions with its melodies. Scientists are studying these melodic patterns.,It crosses its knifelike arms in front of its chest when it cries. It can compose melodies ad lib.,"3' 03""",Cricket,56.2 lbs,['Bug'],"['Fire', 'Flying', 'Rock']","['#401', '#402']",['Swarm'],0,15 ,Bug ,#401,(Level 10),134,Cricket Pokémon,50,50,Technician,45,3840,77,85,51,55,51,65,It crosses its knifelike arms in front of its chest when it cries. It can compose melodies ad lib.,Normal,468,70,Medium Fast,"[100, 50, 100, 0, 400, 100, 100, 50, 100, 100, 100, 100, 50, 100, 100, 100, 50, 100]"
Shinx,#403,https://assets.pokemon.com/assets/cms2/img/pokedex/full/403.png,All of its fur dazzles if danger is sensed. It flees while the foe is momentarily blinded.,The extension and contraction of its muscles generates electricity. It glows when in trouble.,"1' 08""",Flash,20.9 lbs,['Electric'],['Ground'],"['#403', '#404', '#405']",['Intimidate'],0,20 ,Field ,,,53,Flash Pokémon,50.2,49.8,Guts,235,5120,45,65,34,40,34,45,This Pokémon generates electricity by contracting its muscles. Excited trembling is a sign that Shinx is generating a tremendous amount of electricity.,Normal,308,70,Fluctuating,"[100, 50, 50, 200, 200, 50, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 50, 100]"
Luxio,#404,https://assets.pokemon.com/assets/cms2/img/pokedex/full/404.png,Strong electricity courses through the tips of its sharp claws. A light scratch causes fainting in foes.,Its claws loose electricity with enough amperage to cause fainting. They live in small groups.,"2' 11""",Spark,67.2 lbs,['Electric'],['Ground'],"['#403', '#404', '#405']",['Intimidate'],0,20 ,Field ,#403,(Level 15),127,Spark Pokémon,50.2,49.8,Guts,120,5120,60,85,49,60,49,60,"By joining its tail with that of another Luxio, this Pokémon can receive some of the other Luxio’s electricity and power up its own electric blasts.",Normal,468,70,Fluctuating,"[100, 50, 50, 200, 200, 50, 200, 100, 100, 100, 0, 200, 100, 50, 100, 50, 50, 200]"
Luxray,#405,https://assets.pokemon.com/assets/cms2/img/pokedex/full/405.png,Luxray's ability to see through objects comes in handy when it's scouting for danger.,"When its eyes gleam gold, it can spot hiding prey—even those taking shelter behind a wall.","4' 07""",Gleam Eyes,92.6 lbs,['Electric'],['Ground'],"['#403', '#404', '#405']",['Intimidate'],0,20 ,Field ,#404,(Level 30),235,Gleam Eyes Pokémon,50.2,49.8,Guts,45,5120,80,120,79,95,79,70,"Luxray can see through solid objects. It will instantly spot prey trying to hide behind walls, even if the walls are thick.",Normal,300,70,Medium Fast,"[100, 100, 200, 0, 200, 200, 50, 50, 0, 100, 50, 200, 50, 200, 100, 200, 100, 100]"
Budew,#406,https://assets.pokemon.com/assets/cms2/img/pokedex/full/406.png,"Over the winter, it closes its bud and endures the cold. In spring, the bud opens and releases pollen.","When it feels the sun's warm touch, it opens its bud to release pollen. It lives alongside clear pools.","0' 08""",Bud,2.6 lbs,"['Grass', 'Poison']","['Fire', 'Flying', 'Ice', 'Psychic']","['#406', '#315', '#407']",['Poison Point'],0,20 ,Undiscovered ,,,56,Bud Pokémon,50.2,49.8,Leaf Guard,255,5120,40,30,35,50,70,55,"The pollen it releases contains poison. If this Pokémon is raised on clean water, the poison’s toxicity is increased.",Normal,500,70,Medium Fast,"[100, 100, 200, 0, 200, 200, 50, 50, 0, 100, 50, 200, 50, 200, 100, 200, 100, 100]"
Roserade,#407,https://assets.pokemon.com/assets/cms2/img/pokedex/full/407.png,"With the movements of a dancer, it strikes with whips that are densely lined with poison thorns.","Luring prey with a sweet scent, it uses poison whips on its arms to poison, bind, and finish off the prey.","2' 11""",Bouquet,32.0 lbs,"['Grass', 'Poison']","['Fire', 'Flying', 'Ice', 'Psychic']","['#406', '#315', '#407']",['Poison Point'],0,20 ,"Fairy, Grass ",#315,(use Shiny Stone),232,Bouquet Pokémon,50.2,49.8,Technician,75,5120,60,70,65,125,105,90,"After captivating opponents with its sweet scent, it lashes them with its thorny whips.",Normal,355,70,Erratic,"[50, 100, 100, 50, 100, 200, 200, 100, 100, 100, 100, 200, 100, 100, 100, 100, 200, 100]"
Cranidos,#408,https://assets.pokemon.com/assets/cms2/img/pokedex/full/408.png,"A lifelong jungle dweller from 100 million years ago, it would snap obstructing trees with headbutts.",It was resurrected from an iron ball-like fossil. It downs prey with its headbutts.,"2' 11""",Head Butt,69.4 lbs,['Rock'],"['Fighting', 'Grass', 'Ground', 'Steel', 'Water']","['#408', '#409']",['Mold Breaker'],0,30 ,Monster ,,,70,Head Butt Pokémon,88.1,11.9,Sheer Force,45,7680,67,125,40,30,30,58,"A primeval Pokémon, it possesses a hard and sturdy skull, lacking any intelligence within.",Normal,495,70,Erratic,"[50, 100, 100, 50, 100, 200, 200, 100, 100, 100, 100, 200, 100, 100, 100, 100, 200, 100]"
Rampardos,#409,https://assets.pokemon.com/assets/cms2/img/pokedex/full/409.png,Its skull is as hard as iron. It is a brute that tears down jungle trees while catching prey.,"Its skull withstands impacts of any magnitude. As a result, its brain never gets the chance to grow.","5' 03""",Head Butt,226.0 lbs,['Rock'],"['Fighting', 'Grass', 'Ground', 'Steel', 'Water']","['#408', '#409']",['Mold Breaker'],0,30 ,Monster ,#408,(Level 30),173,Head Butt Pokémon,88.1,11.9,Sheer Force,45,7680,97,165,60,65,50,58,"In ancient times, people would dig up fossils of this Pokémon and use its skull, which is harder than steel, to make helmets.",Normal,355,70,Erratic,"[50, 100, 200, 100, 100, 100, 100, 50, 100, 100, 100, 100, 200, 100, 100, 100, 200, 100]"
